HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,SalePrice_binned,YearBuilt_ord,prediction_sale,prediction_price_binned
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,252814,Medium,5,244251.69366224157,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,274336,Medium,4,310032.06591678737,Medium
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,107964,Low,5,108887.38704622677,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,240707,Medium,4,163243.77294388833,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,168141,Low,4,190358.5645978353,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,194690,Low,4,234756.16233291477,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,271681,Medium,4,310032.06591678737,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,281415,Medium,4,290884.41602781415,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,640,66371,Very Low,4,104701.19373979745,Very Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,167964,Low,4,234756.16233291477,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,261061,Medium,4,290884.41602781415,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,271681,Medium,4,234756.16233291477,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,118584,Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,115486,Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1928,566371,Extreme,4,452590.45933029987,Extreme
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,194690,Low,4,283382.6596651189,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,250442,Medium,5,261720.76886966545,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,174336,Low,4,204501.8238147064,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,307964,High,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,293805,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,228318,Medium,4,283382.6596651189,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,82300,Very Low,4,106264.40073261224,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,1160,355752,High,4,244143.33208071068,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,348672,High,4,349178.2617568588,High
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,105752,Low,5,108887.38704622677,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1437,261061,Medium,4,294848.56685441453,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,252212,Medium,4,290884.41602781415,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,292035,Medium,5,244251.69366224157,Medium
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,413274,Very High,5,361199.6957303127,High
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,331858,High,4,262310.47870788723,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,829,215486,Medium,4,248832.36589744547,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,225663,Medium,3,104478.67793641193,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,61946,Very Low,4,94552.96762370039,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,194690,Low,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73840,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,324778,High,4,268329.1992209507,Medium
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,914,90707,Very Low,4,139143.23061589617,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,196460,Low,4,196696.1923877881,Medium
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,212389,Medium,3,104478.67793641193,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,258079,Medium,5,244251.69366224157,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,110619,Low,4,149077.2296598968,Low
corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014,1,156,60176,Very Low,5,69797.15424764017,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,325663,High,5,244251.69366224157,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,169026,Low,3,160965.79788366705,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,132743,Low,4,149077.2296598968,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,188495,Low,4,136128.98128994135,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,183185,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,349557,High,4,249181.5493319775,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,176991,Low,4,234756.16233291477,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75088,Very Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,168141,Low,4,149077.2296598968,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,283185,Medium,4,190358.5645978353,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,914,345132,High,5,305167.8619292062,Medium
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,101769,Low,5,108887.38704622677,Very Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,105309,Low,3,96801.9137946954,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,78318,Very Low,4,94552.96762370039,Very Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,115044,Low,3,96801.9137946954,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,1167,294690,Medium,4,302427.68507308327,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1761,318584,High,4,283382.6596651189,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,197345,Low,4,190358.5645978353,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,315929,High,4,284510.4642824419,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,234513,Medium,4,208415.9563617874,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,188495,Low,4,208415.9563617874,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,150778,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,176991,Low,4,106264.40073261224,Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,287610,Medium,5,319021.1309352843,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1291,463716,Very High,5,364947.2563943402,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,2092,300884,High,3,347756.58483307855,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75920,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,165486,Low,4,190358.5645978353,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,636,210619,Medium,4,164968.86330224667,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,178761,Low,4,205136.08794696257,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,162831,Low,4,193193.61718764156,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1483,383185,High,4,349178.2617568588,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,146017,Low,4,149077.2296598968,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,318584,High,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,243362,Medium,4,310032.06591678737,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,121238,Low,4,94552.96762370039,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,75504,Very Low,4,136128.98128994135,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,81415,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,199115,Low,4,211918.53156193392,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1412,274336,Medium,4,290884.41602781415,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,274336,Medium,4,204501.8238147064,Medium
corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014,2,288,88495,Very Low,5,108887.38704622677,Very Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,309734,High,4,262310.47870788723,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,215044,Medium,3,234381.87119230675,Medium
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,676,70796,Very Low,3,110914.29073739285,Low
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,871,104867,Low,3,99404.56487836363,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,247787,Medium,3,160965.79788366705,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,252212,Medium,4,149077.2296598968,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,203539,Medium,4,149077.2296598968,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,814,154867,Low,4,193193.61718764156,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,469026,Very High,4,387736.9518071171,High
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,338053,High,5,362579.80211734213,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,228318,Medium,4,268329.1992209507,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,201769,Medium,4,136128.98128994135,Very Low
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,910,415044,Very High,5,361199.6957303127,High
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,198451,Low,4,205136.08794696257,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,414159,Very High,5,333392.6158146011,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,154867,Low,3,160965.79788366705,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,149557,Low,4,106264.40073261224,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,910,309734,High,5,304533.59779695,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,167256,Low,4,136128.98128994135,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,95575,Very Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1387,300884,High,4,366806.2354426668,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,260707,Medium,5,244251.69366224157,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,171681,Low,4,234756.16233291477,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,247787,Medium,4,262310.47870788723,Medium
terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015,10,644,296460,Medium,5,319021.1309352843,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,39823,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,352212,High,5,243775.99556304934,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,200522,Medium,4,205136.08794696257,Medium
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,172566,Low,4,262310.47870788723,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831,High,5,362579.80211734213,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,192035,Low,4,196696.1923877881,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1444,348672,High,4,342994.1864673621,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,310309,High,4,407399.13990705507,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,141592,Low,4,234227.18941527372,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74672,Very Low,4,136128.98128994135,Very Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,314159,High,4,211918.53156193392,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,261061,Medium,4,220951.56607981212,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1451,243362,Medium,4,234227.18941527372,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,161061,Low,3,195374.62705855863,Low
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,206194,Medium,4,227462.12481197016,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,169469,Low,4,163243.77294388833,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,914,108849,Low,4,136277.30442362744,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,207522,Medium,4,208415.9563617874,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,914,131858,Low,4,149077.2296598968,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1419,371681,High,4,318436.0656691799,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,640,242035,Medium,5,261720.76886966545,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,157522,Low,4,106264.40073261224,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,914,318584,High,4,238360.21897185175,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,261061,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,1288,305309,High,4,208380.92602583906,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,1448,115044,Low,4,220951.56607981212,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,96469,Very Low,5,167505.73365925765,Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,172566,Low,4,190358.5645978353,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,232743,Medium,4,190358.5645978353,Medium
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,159292,Low,4,93464.47549634287,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,95575,Very Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,148672,Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,212389,Medium,4,284510.4642824419,High
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,83185,Very Low,4,93464.47549634287,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,331858,High,5,244251.69366224157,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,165486,Low,3,195374.62705855863,Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1313,163716,Low,3,224233.64507620968,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1149,296460,Medium,4,249181.5493319775,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,146256,Low,5,202073.12886721315,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90707,Very Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,197345,Low,4,211918.53156193392,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,216814,Medium,4,208415.9563617874,Medium
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,914,292035,Medium,4,211918.53156193392,Medium
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1629,414159,Very High,4,372328.9025842054,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,169026,Low,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,225663,Medium,3,195374.62705855863,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,371681,High,5,244251.69366224157,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,910,344247,High,5,244251.69366224157,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1103,247787,Medium,4,268329.1992209507,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,237168,Medium,4,190358.5645978353,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,305309,High,4,204501.8238147064,Medium
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,1092,398230,High,5,333392.6158146011,High
corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978,3,903,126548,Low,3,104478.67793641193,Low
terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007,5,1690,464601,Very High,4,382001.4306011102,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,74256,Very Low,4,136128.98128994135,Very Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,355,43362,Very Low,4,59509.874316552654,Very Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,223893,Medium,4,284510.4642824419,High
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,1256,469026,Very High,5,416809.3854252356,High
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1377,209734,Medium,3,234381.87119230675,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,269911,Medium,4,204501.8238147064,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,102601,Low,5,167505.73365925765,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1643,353982,High,4,407399.13990705507,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,75221,Very Low,4,106264.40073261224,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,907,283185,Medium,5,243775.99556304934,Medium
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,155752,Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,818,176991,Low,4,196696.1923877881,Medium
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1394,203539,Medium,4,314471.9148425795,Medium
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,303982,High,4,205136.08794696257,Medium
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,914,203539,Medium,4,190358.5645978353,Medium
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,123893,Low,4,94552.96762370039,Very Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,316814,High,4,262310.47870788723,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,426,103663,Low,5,167505.73365925765,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,358407,High,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,73442,Very Low,4,136128.98128994135,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,102212,Low,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,210176,Medium,3,195374.62705855863,Low
terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006,5,1743,318584,High,4,343369.77297200356,High
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,90707,Very Low,4,106264.40073261224,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,910,149619,Low,4,204501.8238147064,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,903,252654,Medium,4,234756.16233291477,Low
terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009,5,914,282300,Medium,4,205136.08794696257,Medium
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,1519,380530,High,4,387736.9518071171,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,743,190707,Low,4,163243.77294388833,Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,60176,Very Low,3,96801.9137946954,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,117256,Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,171681,Low,4,106264.40073261224,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,252212,Medium,4,262310.47870788723,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,159292,Low,3,195374.62705855863,Low
corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985,3,587,125663,Low,3,96801.9137946954,Low
terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008,8,914,271681,Medium,4,262310.47870788723,Medium
terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006,4,857,192920,Low,4,227462.12481197016,Low
terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007,4,1366,277256,Medium,4,310032.06591678737,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1131,245132,Medium,3,195374.62705855863,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,149274,Low,5,202073.12886721315,Low
mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997,5,558,70796,Very Low,4,82693.72284510592,Very Low
mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993,4,644,181415,Low,4,106264.40073261224,Low
mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992,3,644,138938,Low,4,93464.47549634287,Low
corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992,3,576,58407,Very Low,4,94552.96762370039,Very Low
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,207079,Medium,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,914,168141,Low,3,160965.79788366705,Low
terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007,10,868,181415,Low,4,284510.4642824419,High
mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005,7,572,72256,Very Low,4,136128.98128994135,Very Low
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,206194,Medium,4,208415.9563617874,Medium
terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014,10,914,362831,High,5,362579.80211734213,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006,5,910,172566,Low,4,208415.9563617874,Medium
terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986,4,1796,267256,Medium,3,300821.0390461297,High
terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013,7,644,147761,Low,5,202073.12886721315,Low
terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014,9,644,255752,Medium,5,262355.0330019216,Low
